name,state,latitude,longitude,area_sqmi,tier
PISGAH,CA,34.759711,-116.355298,0.0000,-1
PISMO BEACH,CA,35.153173,-120.673874,3.4970,3
PITCO,CA,36.356617,-119.663741,0.0000,-1
PITTSBURG,CA,38.016771,-121.896948,17.6760,3
PITTVILLE,CA,41.048498,-121.334423,0.0000,-1
PIUTE HISTORICAL,CA,35.399958,-118.400916,0.0000,-1
PIXLEY,CA,35.976823,-119.300190,5.2500,3
PIZONA,CA,37.971598,-118.558183,0.0000,-1
PLACENTIA,CA,33.881158,-117.854783,6.7320,3
PLACER ONE,CA,38.819070,-121.334260,0.0000,-1
PLACERVILLE,CA,38.731116,-120.797677,5.8400,3
PLAINFIELD,CA,38.590739,-121.796908,0.0000,-1
PLAINS HISTORICAL,CA,37.023557,-120.349064,0.0000,-1
PLAINSBURG,CA,37.232998,-120.324348,0.0000,-1
PLAINVIEW,CA,36.143028,-119.135340,0.2280,3
PLANADA,CA,37.290207,-120.321637,1.7410,3
PLANADA LE GRAND,CA,37.284568,-120.270277,213.4820,1
PLANO,CA,36.043563,-119.008434,0.0000,-1
PLANTEL HISTORICAL,CA,36.966061,-121.531885,0.0000,-1
PLASKETT,CA,35.916629,-121.468824,0.0000,-1
PLASSE,CA,38.637132,-120.126577,0.0000,-1
PLASTER CITY,CA,32.792558,-115.858618,0.0000,-1
PLATINA,CA,40.359052,-122.904244,2.0690,3
PLAY PORT MOBILE HOME VILLAGE,CA,33.635021,-117.937280,0.0000,-1
PLAYA DEL REY,CA,33.948901,-118.445633,0.0000,-1
PLAYA VISTA,CA,33.972790,-118.427578,0.0000,-1
PLAZA MOBILE HOME ESTATES,CA,33.705574,-117.906168,0.0000,-1
PLEASANT GROVE,CA,38.823788,-121.483846,0.0000,-1
PLEASANT GROVE HISTORICAL,CA,36.080508,-119.170107,0.0000,-1
PLEASANT HILL,CA,37.954163,-122.075772,7.0750,3
PLEASANT VALLEY,CA,38.682960,-120.662985,0.0000,-1
PLEASANT VIEW,CA,35.805507,-118.640922,0.0000,-1
PLEASANTON,CA,37.667185,-121.881230,24.1410,3
PLEASURE POINT,CA,36.959718,-121.970036,0.7500,3
PLEYTO,CA,35.860245,-120.993521,0.0000,-1
PLEYTO HISTORICAL,CA,35.861079,-120.997133,0.0000,-1
PLUM VALLEY,CA,39.448505,-120.960784,0.0000,-1
PLUMAS,CA,39.756573,-120.083257,0.0000,-1
PLUMAS EUREKA,CA,39.798242,-120.664441,3.9750,3
PLUMAS EUREKA HISTORICAL,CA,39.758786,-120.707721,0.0000,-1
PLUMAS LAKE,CA,38.979131,-121.558056,11.8370,3
PLUMBAGO,CA,39.452119,-120.817722,0.0000,-1
PLUMTREE HISTORICAL,CA,38.572406,-121.611069,0.0000,-1
PLYMOUTH,CA,38.471741,-120.857194,2.6520,3
PLYMOUTH VILLAGE,CA,34.043625,-117.171704,0.0000,-1
POE,CA,39.744329,-121.471358,0.0000,-1
POE HISTORICAL,CA,34.796655,-116.516694,0.0000,-1
POFFENBERGERS LANDING,CA,38.938786,-121.829134,0.0000,-1
POINT ARENA,CA,38.912306,-123.695609,1.3660,3
POINT MCCLOUD,CA,40.923763,-122.243617,0.0000,-1
POINT PLEASANT,CA,38.331579,-121.463842,0.0000,-1
POINT REYES HISTORICAL,CA,38.086313,-122.953886,0.0000,-1
POINT REYES STATION,CA,38.084647,-122.809226,3.6160,3
POINT RICHMOND,CA,37.924092,-122.389138,0.0000,-1
POINT SAL LANDING HISTORICAL,CA,34.898510,-120.644080,0.0000,-1
POKER FLAT,CA,39.693228,-120.845503,0.0000,-1
POKERVILLE HISTORICAL,CA,38.480464,-120.859382,0.0000,-1
POLARIS,CA,39.339073,-120.135753,0.0000,-1
POLE GARDEN,CA,39.219611,-122.637488,0.0000,-1
POLETA,CA,37.361318,-118.326218,0.0000,-1
POLK,CA,38.532129,-121.408842,0.0000,-1
POLK SPRINGS,CA,40.117104,-121.665257,0.0000,-1
POLLARD FLAT,CA,40.995705,-122.418347,0.0000,-1
POLLOCK,CA,38.489352,-121.468565,0.0000,-1
POLLOCK PINES,CA,38.757641,-120.590957,8.6240,3
POLOMA HISTORICAL,CA,35.459973,-120.627391,0.0000,-1
POMAR HISTORICAL,CA,37.241055,-121.777728,0.0000,-1
POMEROY HISTORICAL,CA,41.617928,-122.193623,0.0000,-1
POMINS,CA,39.066574,-120.126855,0.0000,-1
POMO,CA,39.306554,-123.095836,0.0000,-1
POMONA,CA,34.058494,-117.761091,22.9840,3
PONCA,CA,36.041897,-119.017046,0.0000,-1
POND,CA,35.717733,-119.328723,0.0000,-1
PONDEROSA,CA,36.104693,-118.531915,0.8110,3
PONDEROSA BASIN,CA,37.466050,-119.735715,0.0000,-1
PONDEROSA FAIRWAY ESTATES,CA,39.327684,-120.163531,0.0000,-1
PONDEROSA MOBILE HOME PARK,CA,33.647243,-117.910891,0.0000,-1
PONDEROSA PALISADES,CA,39.315184,-120.192698,0.0000,-1
PONDEROSA PARK,CA,38.186030,-120.368808,0.0000,-1
PONDOSA,CA,41.199327,-121.688881,0.0000,-1
POPE,CA,33.365866,-115.722770,0.0000,-1
POPE VALLEY,CA,38.615184,-122.427757,0.0000,-1
POPLAR,CA,36.057716,-119.150181,2.3750,2
POPLAR COTTON CENTER,CA,36.057716,-119.150181,2.3750,3
PORPHYRY,CA,33.875849,-117.539771,0.0000,-1
PORT CHICAGO HISTORICAL,CA,38.046031,-122.020796,0.0000,-1
PORT COSTA,CA,38.044543,-122.184942,0.1580,3
PORT HUENEME,CA,34.162143,-119.204177,4.4150,3
PORT KENYON,CA,40.595129,-124.279779,0.0000,-1
PORT ORFORD,CA,34.470267,-120.228483,0.0000,-1
PORT SAN LUIS,CA,35.174975,-120.755176,0.0000,-1
PORT WATSONVILE,CA,36.894120,-121.835787,0.0000,-1
PORT WATSONVILLE HISTORICAL,CA,36.874676,-121.824953,0.0000,-1
PORTAL INN,CA,40.735706,-122.319451,0.0000,-1
PORTER,CA,38.394079,-120.425200,0.0000,-1
PORTERVILLE,CA,36.063542,-119.033600,18.7900,3
PORTEX HISTORICAL,CA,36.145507,-119.027046,0.0000,-1
PORTICO MOBILE HOME AND GARDEN PARK,CA,35.096920,-120.601281,0.0000,-1
PORTOLA,CA,39.820799,-120.474293,5.4070,3
PORTOLA HILLS,CA,33.679187,-117.631160,0.0000,-1
PORTOLA VALLEY,CA,37.365191,-122.232724,9.0830,3
PORTUGUESE BEND,CA,33.739739,-118.369517,0.0000,-1
POSEY,CA,35.805263,-118.682639,0.3570,3
POSO PARK,CA,35.811272,-118.636537,0.0440,3
POST MOUNTAIN,CA,40.415949,-123.231604,12.4120,3
POSTS,CA,36.228296,-121.764398,0.0000,-1
POTOMAC PARK,CA,35.363538,-118.964963,1.4260,3
POTRERO,CA,32.613089,-116.606815,3.1500,3
POTRERO DISTRICT,CA,37.759652,-122.398026,0.0000,-1
POTTER VALLEY,CA,39.317141,-123.109860,4.0270,3
POTWISHA,CA,36.517446,-118.799821,0.0000,-1
POVERTY HILL,CA,39.622392,-121.006899,0.0000,-1
POWAY,CA,32.987677,-117.021814,39.0780,3
POWAY GROVE HISTORICAL,CA,32.940046,-117.064198,0.0000,-1
POWAY GROVE PARK,CA,32.940879,-117.065309,0.0000,-1
POWELLTON,CA,39.928772,-121.572474,0.0000,-1
POZO,CA,35.303584,-120.376547,0.0000,-1
PRAIRIE CITY,CA,38.642127,-121.155780,0.0000,-1
PRATHER,CA,37.037450,-119.514024,0.0000,-1
PRATT PLACE,CA,39.912928,-123.721689,0.0000,-1
PRATTON,CA,36.746614,-119.899595,0.0000,-1
PRATTVILLE,CA,40.206005,-121.157456,0.6030,3
PRENDA,CA,33.921405,-117.388378,0.0000,-1
PRESIDIO TERRACE,CA,37.788263,-122.460805,0.0000,-1
PRESSWOOD,CA,39.168226,-123.205838,0.0000,-1
PRESTON,CA,38.835183,-123.017500,0.0000,-1
PREWIT HISTORICAL,CA,36.159951,-119.022879,0.0000,-1
PRIEST,CA,37.814095,-120.272691,0.0000,-1
PRIMERO HISTORICAL,CA,36.602450,-119.285395,0.0000,-1
PRINCETON,CA,39.401598,-122.019360,1.4600,3
PRIZE HISTORICAL,CA,39.056562,-122.015803,0.0000,-1
PROBERTA,CA,40.076157,-122.177609,1.4310,3
PROFESSORVILLE,CA,37.436606,-122.146908,0.0000,-1
PROGRESS,CA,39.063227,-121.801080,0.0000,-1
PROJECT CITY HISTORICAL,CA,40.679873,-122.351952,0.0000,-1
PROSPERO,CA,35.471069,-119.126771,0.0000,-1
PROSSER HISTORICAL,CA,39.370185,-120.125198,0.0000,-1
PROSSER LAKE HEIGHTS,CA,39.351295,-120.181587,0.0000,-1
PROSSER LAKEVIEW ESTATES,CA,39.362962,-120.171032,0.0000,-1
PROVIDENCE HISTORICAL,CA,39.258783,-121.037449,0.0000,-1
PRUNEDALE,CA,36.811747,-121.654960,46.0620,3
PUEBLO DE FIGUEROA HISTORICAL,CA,36.978839,-122.030518,0.0000,-1
PUEBLO DEL RIO PUBLIC HOUSING,CA,33.993903,-118.240351,0.0000,-1
PUENTE JUNCTION,CA,34.014178,-117.960342,0.0000,-1
PULGA,CA,39.802940,-121.448580,0.0000,-1
PUMPKIN CENTER,CA,35.265301,-119.032410,0.4670,3
PURISIMA HISTORICAL,CA,37.404108,-122.413586,0.0000,-1
PUSHAWALLA PALMS,CA,33.824184,-116.281675,0.0000,-1
QUAIL,CA,36.009676,-119.303446,0.0000,-1
QUAIL HOLLOW,CA,37.990758,-120.364915,0.0000,-1
QUAIL MEADOWS,CA,36.532739,-121.869675,0.0000,-1
QUAIL OAKS,CA,38.180475,-120.838826,0.0000,-1
QUAIL RIDGE RANCH,CA,37.988813,-120.348248,0.0000,-1
QUAIL VALLEY,CA,33.706965,-117.245037,0.0000,-1
QUAILWOOD,CA,35.355515,-119.082881,0.0000,-1
QUAKER HILL HISTORICAL,CA,39.262396,-120.906610,0.0000,-1
QUAKER MEADOW,CA,36.110224,-118.554533,0.0000,-1
QUALITY,CA,35.783842,-119.119548,0.0000,-1
QUARTZ,CA,37.927981,-120.420751,0.0000,-1
QUARTZ HILL,CA,34.651988,-118.215945,3.7620,3
QUARTZ HISTORICAL,CA,39.532664,-121.498302,0.0000,-1
QUEEN CITY,CA,39.664615,-120.940230,0.0000,-1
QUIET VILLAGE MOBILE HOME PARK,CA,33.743350,-117.912557,0.0000,-1
QUINBY,CA,40.950000,-123.383333,0.0000,-1
QUINCY,CA,39.931017,-120.954886,4.2240,3
QUINCY JUNCTION,CA,39.963226,-120.898286,0.0000,-1
QUINTETTE,CA,38.914902,-120.687151,0.0000,-1
R FLOURNEY,CA,41.211006,-120.526898,0.0000,-1
RACIMO,CA,34.062511,-117.611442,0.0000,-1
RACKERBY,CA,39.426114,-121.354190,2.9540,3
RACO,CA,36.800501,-119.979045,0.0000,-1
RADEC,CA,33.464197,-116.913913,0.0000,-1
RADNOR,CA,35.830232,-119.261777,0.0000,-1
RADUM HISTORICAL,CA,37.670209,-121.859123,0.0000,-1
RAFAEL VILLAGE,CA,38.068810,-122.549701,0.0000,-1
RAFFETTO,CA,38.863516,-120.441310,0.0000,-1
RAGTOWN,CA,34.664990,-116.151955,0.0000,-1
RAIL ROAD FLAT,CA,38.335576,-120.550131,17.3810,3
RAINBOW,CA,33.409873,-117.139440,11.0550,3
RAINBOW CANYON VILLAGE,CA,33.456974,-117.115031,0.0000,-1
RAINBOW WELLS,CA,35.204708,-115.651665,0.0000,-1
RAISIN,CA,36.603262,-119.909158,0.7600,2
RAISIN CITY,CA,36.603262,-119.909158,0.7600,3
RALPH,CA,37.965480,-120.271023,0.0000,-1
RALPH LEGGETT PLACE,CA,39.859042,-123.402240,0.0000,-1
RALSTON HISTORICAL,CA,39.004901,-120.676039,0.0000,-1
RAMADA,CA,39.555441,-121.711086,0.0000,-1
RAMAL,CA,38.221305,-122.394699,0.0000,-1
RAMIREZ,CA,39.267390,-121.538856,0.0000,-1
RAMONA,CA,33.045811,-116.877546,38.4360,3
RAMONA BOWL,CA,33.719744,-116.950301,0.0000,-1
RAMONA GARDENS,CA,34.058622,-118.194794,0.0000,-1
RAMONA PARK,CA,34.071677,-118.122848,0.0000,-1
RAMPART,CA,39.164629,-120.178248,0.0000,-1
RAMSEY,CA,39.972373,-123.447243,0.0000,-1
RAMSEY CROSSING,CA,38.998237,-120.554368,0.0000,-1
RANA,CA,34.089456,-117.320044,0.0000,-1
RANCHITA,CA,33.210040,-116.516683,0.0000,-1
RANCHO BERNARDO,CA,33.018655,-117.060866,0.0000,-1
RANCHO CALAVERAS,CA,38.133305,-120.861766,9.9780,3
RANCHO CASCADES,CA,34.323860,-118.489833,0.0000,-1
RANCHO CORDOVA,CA,38.577079,-121.236187,34.5690,3
RANCHO CUCAMONGA,CA,34.130306,-117.566067,46.5100,3
RANCHO DEL ARROYO MOBILE HOME PARK,CA,35.096920,-120.599059,0.0000,-1
RANCHO DEL CAMPO,CA,32.601727,-116.469183,0.0000,-1
RANCHO DEL REY,CA,32.640888,-117.014748,0.0000,-1
RANCHO DEL SOL,CA,38.720182,-120.652707,0.0000,-1
RANCHO DEL SOL MOBILE HOME PARK,CA,33.746961,-117.958392,0.0000,-1
RANCHO DOS PALMAS,CA,33.498638,-115.831106,0.0000,-1
RANCHO HUNTINGTON MOBILE HOME PARK,CA,33.681408,-117.956448,0.0000,-1
RANCHO LA PAZ,CA,33.861404,-117.913115,0.0000,-1
RANCHO LA SIESTA MOBILE HOME PARK,CA,33.698629,-117.960336,0.0000,-1
RANCHO LAS PERRIS,CA,33.809741,-117.214481,0.0000,-1
RANCHO LLANO SECO,CA,39.608217,-121.953033,0.0000,-1
RANCHO LOMA RICA,CA,39.308780,-121.354129,0.0000,-1
RANCHO MIRAGE,CA,33.763838,-116.430388,25.2970,3
RANCHO MISSION VIEJO,CA,33.514003,-117.561795,37.8080,3
RANCHO MURIETA,CA,38.500701,-121.074021,11.8830,3
RANCHO PALOS VERDES,CA,33.738517,-118.369685,13.4730,3
RANCHO PENASQUITOS,CA,32.959490,-117.115311,0.0000,-1
RANCHO POQUITOS,CA,37.983536,-120.284357,0.0000,-1
RANCHO RINCONADA,CA,37.314942,-122.003015,0.0000,-1
RANCHO SAN DIEGO,CA,32.762405,-116.919691,8.6960,3
RANCHO SANTA CLARITA,CA,34.439995,-118.532030,0.0000,-1
RANCHO SANTA FE,CA,33.025814,-117.198148,6.7120,3
RANCHO SANTA MARGARITA,CA,33.632332,-117.599008,12.9280,3
RANCHO SECO,CA,35.283017,-117.989793,0.0000,-1
RANCHO SONORA ESTATES,CA,37.993257,-120.403806,0.0000,-1
RANCHO TEHAMA RESERVE,CA,40.004003,-122.428340,11.6870,3
RANCHO TIERRA GRANDE,CA,36.528017,-121.803839,0.0000,-1
RANCHO TRABUCO,CA,33.659743,-117.614493,0.0000,-1
RANCHO VISTA,CA,34.621099,-118.218964,0.0000,-1
RANCHOS DEL ORO,CA,34.450277,-117.163653,0.0000,-1
RAND,CA,35.421906,-117.692562,0.0000,-1
RANDALL,CA,38.344912,-121.535232,0.0000,-1
RANDOLPH,CA,39.579626,-120.370763,0.0000,-1
RANDSBURG,CA,35.368658,-117.660322,1.9060,3
RANKIN HISTORICAL,CA,38.930456,-123.118892,0.0000,-1
RANNELLS HISTORICAL,CA,33.489194,-114.708848,0.0000,-1
RAPETTI HISTORICAL,CA,36.954951,-122.057186,0.0000,-1
RATTO LANDING,CA,38.231861,-122.289417,0.0000,-1
RAVENDALE,CA,40.798509,-120.365223,0.0000,-1
RAVENNA,CA,34.438606,-118.225354,0.0000,-1
RAVENSWOOD,CA,37.476327,-122.135242,0.0000,-1
RAWHIDE,CA,37.962980,-120.449918,0.0000,-1
RAWSON,CA,40.117656,-122.194438,0.0000,-1
RAYMER,CA,34.214726,-118.465361,0.0000,-1
RAYMOND,CA,37.217168,-119.905438,0.0000,-1
RAYMOND HILL,CA,34.124175,-118.148127,0.0000,-1
RAYO,CA,36.449950,-119.188166,0.0000,-1
RECTOR,CA,36.305228,-119.242889,0.0000,-1
RED APPLE,CA,38.178808,-120.381586,0.0000,-1
RED BANK,CA,40.099321,-122.445280,0.0000,-1
RED BLUFF,CA,40.173515,-122.241525,7.5610,3
RED CORRAL,CA,38.412132,-120.607102,6.3030,3
RED DOG,CA,39.216563,-120.899387,0.0000,-1
RED FIR,CA,36.605500,-118.766210,0.0000,-1
RED MOUNTAIN,CA,35.358297,-117.616726,0.0000,-1
RED POINT HISTORICAL,CA,39.147123,-120.701599,0.0000,-1
REDBANKS,CA,36.422172,-119.144275,0.0000,-1
REDBUD PARK HISTORICAL,CA,38.519352,-122.137195,0.0000,-1
REDCREST,CA,40.398775,-123.947415,0.5980,3
REDDING,CA,40.570277,-122.366766,59.4690,3
REDLANDS,CA,34.053506,-117.170476,36.0110,3
REDLANDS HEIGHTS,CA,34.033903,-117.158648,0.0000,-1
REDMAN,CA,34.763872,-117.969791,0.0000,-1
REDONDO BEACH,CA,33.849538,-118.400755,6.1980,3
REDONDO JUNCTION,CA,34.015847,-118.227295,0.0000,-1
REDROCK HISTORICAL,CA,35.345238,-117.970347,0.0000,-1
REDWAY,CA,40.120223,-123.821777,1.2510,3
REDWOOD,CA,37.515274,-122.213672,19.3360,2
REDWOOD CITY,CA,37.515274,-122.213672,19.3360,3
REDWOOD CORRAL,CA,35.982449,-118.662588,0.0000,-1
REDWOOD ESTATES,CA,37.156335,-121.986626,0.0000,-1
REDWOOD GROVE,CA,37.157446,-122.134131,0.0000,-1
REDWOOD HEIGHTS,CA,37.797500,-122.188333,0.0000,-1
REDWOOD JUNCTION,CA,37.477160,-122.221355,0.0000,-1
REDWOOD LODGE,CA,39.441000,-123.690569,0.0000,-1
REDWOOD PARK,CA,37.434662,-122.321359,0.0000,-1
REDWOOD SHORES,CA,37.531880,-122.248022,0.0000,-1
REDWOOD TERRACE,CA,37.314664,-122.294969,0.0000,-1
REDWOOD VALLEY,CA,39.268548,-123.202758,2.7460,3
REDWOOD VALLEY POTTER VALLEY,CA,39.303661,-123.223013,323.8950,1
REDWOODS,CA,40.596266,-121.935550,0.0000,-1
REED,CA,37.904926,-122.500529,0.0000,-1
REEDLEY,CA,36.598364,-119.446687,5.5710,3
REEDS HISTORICAL,CA,35.179142,-120.592114,0.0000,-1
REEF STATION,CA,35.901624,-120.054859,0.0000,-1
REEFER CITY HISTORICAL,CA,35.005805,-118.185076,0.0000,-1
REEVES PLACE,CA,39.889043,-123.113622,0.0000,-1
REGAL MOBILE CLUB ESTATES,CA,33.641687,-117.937558,0.0000,-1
REILLY HEIGHTS,CA,39.109621,-123.515844,0.0000,-1
REILLY HISTORICAL,CA,36.006892,-117.368948,0.0000,-1
REKA HISTORICAL,CA,36.688839,-119.551798,0.0000,-1
REKWOI HISTORICAL,CA,41.541509,-124.051185,0.0000,-1
RELIEF,CA,39.361285,-120.860777,0.0000,-1
RELIEZ VALLEY,CA,37.939888,-122.102695,2.3600,3
REMILLARD HISTORICAL,CA,37.671320,-121.853567,0.0000,-1
REMINGTON HILL HISTORICAL,CA,39.278510,-120.793828,0.0000,-1
REMNOY,CA,36.339673,-119.554293,0.0000,-1
RENDALIA,CA,33.890293,-118.133957,0.0000,-1
RENO JUNCTION,CA,39.791850,-120.099925,0.0000,-1
RENOVILLE,CA,35.552752,-116.189185,0.0000,-1
RENSHAW PLACE,CA,35.172196,-120.262654,0.0000,-1
REQUA,CA,41.546786,-124.066463,0.0000,-1
RESCUE,CA,38.711570,-120.951330,0.0000,-1
RESEDA,CA,34.201116,-118.536474,0.0000,-1
REWARD,CA,36.747432,-118.055089,0.0000,-1
REX,CA,34.945256,-120.377105,0.0000,-1
REX MANOR,CA,37.405556,-122.086111,0.0000,-1
REXLAND ACRES,CA,35.305053,-118.996992,0.5200,3
REYES PLACE,CA,39.845986,-123.407796,0.0000,-1
REYNOLDS,CA,38.148255,-122.883050,0.0000,-1
REYNOLDS HISTORICAL,CA,36.227728,-119.073715,0.0000,-1
REYNOLDS PLACE HISTORICAL,CA,39.673767,-122.712774,0.0000,-1
RHEEM,CA,37.975756,-122.354416,0.0000,-1
RIALTO,CA,34.117419,-117.389215,24.0920,3
RIBBONWOOD,CA,33.570306,-116.498904,0.0000,-1
RIBIER,CA,35.252739,-118.879543,0.0000,-1
RICARDO,CA,35.373848,-117.989237,0.0000,-1
RICCAS CORNER,CA,38.423246,-122.788045,0.0000,-1
RICE,CA,34.083625,-114.849692,0.0000,-1
RICE FORK SUMMER HOMES,CA,39.399606,-122.950555,0.0000,-1
RICES JUNCTION,CA,37.152724,-122.134131,0.0000,-1
RICETON,CA,39.449331,-121.725530,0.0000,-1
RICH,CA,34.976365,-117.727562,0.0000,-1
RICH GULCH,CA,38.330192,-120.631041,0.0000,-1
RICHARDSON SPRINGS,CA,39.839883,-121.776923,0.0000,-1
RICHFIELD,CA,39.973801,-122.173234,0.5470,3
RICHFIELDS,CA,33.867237,-117.825890,0.0000,-1
RICHGROVE,CA,35.796612,-119.106903,0.4520,3
RICHLAND,CA,33.154205,-117.141144,0.0000,-1
RICHLAND HISTORICAL,CA,39.397388,-121.646083,0.0000,-1
RICHMOND,CA,37.952278,-122.360609,30.0420,3
RICHMOND DISTRICT,CA,37.780485,-122.472472,0.0000,-1
RICHMOND PRESIDIO MARINA,CA,37.799195,-122.480065,9.4140,1
RICHVALE,CA,39.493735,-121.750766,0.9270,3
RICO,CA,32.806717,-115.397488,0.0000,-1
RIDGE,CA,39.336554,-123.301119,0.0000,-1
RIDGE VIEW,CA,39.228783,-121.077728,0.0000,-1
RIDGECREST,CA,35.628542,-117.663992,20.8610,3
RIDGECREST ESTATES,CA,33.401419,-117.206978,0.0000,-1
RIDGECREST HEIGHTS,CA,35.601900,-117.704180,0.6040,3
RIDGEMARK,CA,36.808241,-121.362280,2.5700,3
RIDGEVIEW VILLAGE,CA,38.669348,-121.084667,0.0000,-1
RIDGEVILLE,CA,40.864589,-122.803080,0.0000,-1
RIDGEWOOD,CA,39.215740,-120.092414,0.0000,-1
RIDGEWOOD PARK,CA,39.330722,-123.341398,0.0000,-1
RIDGEWOODS HEIGHTS,CA,40.735406,-124.148392,0.0000,-1
RIEGO,CA,38.748812,-121.477997,0.0000,-1
RIMFOREST,CA,34.229729,-117.225042,0.0000,-1
RIMLON,CA,33.837518,-116.443346,0.0000,-1
RIMROCK,CA,34.198062,-116.554462,0.0000,-1
RINCKEL HISTORICAL,CA,41.133212,-122.075279,0.0000,-1
RINCON,CA,33.288091,-116.958361,0.0000,-1
RINCONADA,CA,37.227444,-121.967735,0.0000,-1
RIO BRAVO,CA,35.398016,-119.290944,0.0000,-1
RIO DEL MAR,CA,36.957899,-121.884823,3.0000,3
RIO DELL,CA,40.495570,-124.115163,2.4840,3
RIO HONDO,CA,33.975014,-118.124514,0.0000,-1
RIO LINDA,CA,38.687502,-121.441682,9.9270,3
RIO NIDO,CA,38.521024,-122.976943,0.0000,-1
RIO OSO,CA,38.951823,-121.530974,6.5000,3
RIO VISTA,CA,38.176672,-121.703406,6.6000,3
RIO VISTA JUNCTION,CA,38.206026,-121.875238,0.0000,-1
RIPLEY,CA,33.523788,-114.652992,1.7010,3
RIPON,CA,37.742007,-121.130373,5.3250,3
RIPPERDAN,CA,36.851335,-120.055993,0.0000,-1
RIVER GARDEN HISTORICAL,CA,39.845153,-123.420296,0.0000,-1
RIVER OAKS,CA,36.899675,-121.594388,0.0000,-1
RIVER PINES,CA,38.545458,-120.742909,0.2020,3
RIVER ROAD ESTATES,CA,36.998003,-119.985715,0.0000,-1
RIVERBANK,CA,37.726022,-120.944840,4.7100,3
RIVERBEND,CA,36.756895,-119.511241,0.0000,-1
RIVERDALE,CA,36.430402,-119.867178,3.9250,3
RIVERDALE PARK,CA,37.602223,-121.039491,1.4540,3
RIVERGROVE,CA,35.440294,-118.941085,0.6580,3
RIVERKERN,CA,35.789673,-118.447030,0.0000,-1
RIVERSIDE,CA,33.938143,-117.393168,81.1490,3
RIVERSIDE GROVE,CA,37.173834,-122.143298,0.0000,-1
RIVERSIDE JUNCTION,CA,33.985293,-117.361156,0.0000,-1
RIVERSIDE PARK,CA,40.495137,-123.992823,0.0000,-1
RIVERTON,CA,38.771016,-120.449366,0.0000,-1
RIVERVIEW,CA,38.503518,-121.559957,0.0000,-1
RIVERVIEW FARMS,CA,32.845050,-116.931971,0.0000,-1
RIVERVIEW HISTORICAL,CA,36.851892,-119.857095,0.0000,-1
RIVIERA,CA,34.057786,-118.501470,0.0000,-1
RIVIERA ESTATES,CA,38.980731,-122.744156,0.0000,-1
RIVIERA HISTORICAL,CA,39.301556,-121.662471,0.0000,-1
RIVIERA SHORES,CA,32.784493,-117.239481,0.0000,-1
RIVIERA VILLAS,CA,32.727272,-117.251426,0.0000,-1
RIVIERA WEST,CA,38.989064,-122.748323,0.0000,-1
ROADAMITE HISTORICAL,CA,34.843869,-120.325992,0.0000,-1
ROADS END,CA,35.926615,-118.499253,0.0000,-1
ROB ROY JUNCTION,CA,36.970784,-121.874123,0.0000,-1
ROBBERS CREEK,CA,40.370167,-121.004961,0.0000,-1
ROBBERS ROOST,CA,40.142092,-123.443358,0.0000,-1
ROBBINS,CA,38.866948,-121.707092,2.5890,3
ROBERT HISTORICAL,CA,37.676876,-122.156632,0.0000,-1
ROBERTS PLACE,CA,40.040993,-121.857483,0.0000,-1
ROBERTSVILLE,CA,37.263277,-121.876343,0.0000,-1
ROBINSON HISTORICAL,CA,36.402172,-119.842637,0.0000,-1
ROBINSON MILL,CA,39.485626,-121.320164,1.3170,3
ROBINSON MILLS,CA,39.494888,-121.320797,0.0000,-1
ROBINSON RANCH,CA,33.652799,-117.570325,0.0000,-1
ROBINSONS CORNER,CA,39.364333,-121.608025,0.0000,-1
ROBLA,CA,38.661292,-121.446621,0.0000,-1
ROBLAR,CA,38.321304,-122.758878,0.0000,-1
ROBLE,CA,39.664329,-121.806088,0.0000,-1
ROBLES DEL RIO,CA,36.469962,-121.733281,0.0000,-1
ROCHE,CA,36.073008,-119.011490,0.0000,-1
ROCHEDALE VILLAGE,CA,37.865759,-122.259413,0.0000,-1
ROCHESTER,CA,34.091677,-117.547551,0.0000,-1
ROCK CITY,CA,37.849648,-121.935514,0.0000,-1
ROCK CREEK,CA,39.902663,-121.353022,0.0000,-1
ROCK CREEK CAMP,CA,39.926552,-121.316077,0.0000,-1
ROCK CREST,CA,39.926830,-121.316633,0.0000,-1
ROCK HAVEN,CA,37.125780,-119.319293,0.0000,-1
ROCK HAVEN HISTORICAL,CA,32.996434,-116.968641,0.0000,-1
ROCK SPRINGS HISTORICAL,CA,35.421902,-118.742592,0.0000,-1
ROCKAWAY BEACH,CA,37.608548,-122.495253,0.0000,-1
ROCKING K,CA,37.361041,-118.480948,0.0000,-1
ROCKLAND,CA,41.980945,-123.961743,0.0000,-1
ROCKLIN,CA,38.806868,-121.249696,19.8100,3
ROCKPORT,CA,39.738766,-123.816131,0.0000,-1
ROCKRIDGE,CA,37.842778,-122.246111,0.0000,-1
ROCKTRAM,CA,38.257416,-122.280529,0.0000,-1
ROCKVILLE,CA,38.244082,-122.122191,0.0000,-1
ROCKWOOD,CA,33.048931,-115.512765,0.0000,-1
ROCKY HILL,CA,36.301339,-119.117606,0.0000,-1
RODEO,CA,38.036605,-122.253956,3.7470,3
RODGERS CROSSING,CA,36.861892,-119.120948,0.0000,-1
RODGERS FLAT,CA,39.959608,-121.278854,0.0000,-1
RODRIGUEZ CAMP,CA,35.808986,-119.138822,0.2630,3
ROGERVILLE,CA,39.611277,-121.222461,0.0000,-1
ROGINA HEIGHTS,CA,39.148226,-123.173615,0.0000,-1
